Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Price_USD,Sales_Volume
x1,2022,north america,white,hybrid,automatic,1.8,108518.0,5384
x6,2014,north america,grey,hybrid,manual,3.7,52573.0,4449
x3,2017,north america,silver,electric,automatic,3.1,81213.0,5471
x6,2013,europe,blue,hybrid,automatic,2.7,99497.0,403
7 series,2019,north america,red,petrol,manual,4.3,104482.0,1047
m5,2011,south america,red,electric,manual,2.0,41101.0,2491
i3,2013,africa,red,hybrid,automatic,4.7,66953.0,3579
m3,2011,middle east,silver,hybrid,manual,2.7,91263.0,9566
i3,2012,middle east,white,petrol,automatic,3.1,45622.0,6959
7 series,2013,north america,black,hybrid,automatic,4.8,118468.0,4234
x5,2013,middle east,silver,petrol,automatic,4.2,31272.0,6624
x3,2019,north america,black,hybrid,automatic,1.8,56137.0,7053
m5,2018,europe,red,diesel,manual,3.5,92378.0,2384
5 series,2019,south america,grey,diesel,automatic,2.6,118380.0,4812
i8,2015,south america,blue,electric,automatic,3.3,103765.0,7210
x5,2018,north america,black,petrol,automatic,4.1,99222.0,451
i3,2013,africa,silver,petrol,automatic,3.2,66259.0,1808
x3,2018,middle east,white,petrol,manual,1.7,50938.0,3304
m5,2020,middle east,blue,electric,manual,3.4,116833.0,2622
x5,2022,north america,white,electric,manual,1.6,105213.0,2719
i3,2018,middle east,white,electric,automatic,2.7,55099.0,9765
x5,2015,north america,red,diesel,manual,3.2,112205.0,9693
m5,2014,asia,blue,hybrid,automatic,3.8,97534.0,5064
i3,2012,north america,grey,electric,manual,3.3,48085.0,5696
i3,2023,middle east,grey,hybrid,automatic,2.0,97052.0,3570
i8,2024,north america,blue,petrol,automatic,4.8,85033.0,3256
x1,2014,north america,blue,petrol,automatic,3.8,72198.0,4572
m5,2024,middle east,black,petrol,automatic,2.6,111965.0,2187
m3,2012,middle east,white,petrol,manual,4.9,63993.0,8015
7 series,2014,europe,black,hybrid,manual,4.6,60270.0,3468
7 series,2014,south america,red,electric,manual,2.0,53580.0,949
x1,2011,middle east,silver,diesel,automatic,3.8,75494.0,2961
5 series,2023,middle east,silver,hybrid,automatic,3.5,85542.0,8247
x3,2023,south america,white,hybrid,automatic,2.2,77808.0,3962
5 series,2018,middle east,grey,hybrid,manual,2.3,41731.0,2850
m3,2024,europe,silver,electric,automatic,3.5,110455.0,463
3 series,2016,asia,grey,hybrid,automatic,2.6,99211.0,2762
x1,2023,asia,silver,electric,automatic,4.4,105358.0,9935
5 series,2015,europe,red,hybrid,manual,1.8,109999.0,941
m3,2014,asia,red,electric,manual,4.7,63469.0,3667
x1,2024,europe,white,diesel,automatic,4.4,56190.0,5972
x3,2013,north america,blue,petrol,manual,4.1,72111.0,1323
7 series,2017,north america,red,diesel,automatic,2.4,39035.0,505
m3,2011,north america,red,diesel,automatic,4.0,83026.0,1786
i8,2017,middle east,grey,diesel,manual,3.0,71011.0,6639
i8,2010,asia,black,diesel,automatic,3.7,68212.0,6960
i3,2019,north america,silver,petrol,manual,2.6,76068.0,2802
x6,2010,europe,blue,hybrid,manual,4.4,103472.0,2764
i8,2012,south america,blue,diesel,manual,1.6,30226.0,7257
m5,2014,asia,white,petrol,automatic,3.9,92700.0,4181
m3,2023,africa,black,hybrid,automatic,4.4,108402.0,5298
m5,2015,asia,red,electric,automatic,3.8,74100.0,3040
5 series,2013,north america,grey,electric,manual,2.2,61884.0,9826
x5,2016,europe,silver,electric,manual,2.5,37236.0,6258
i8,2016,south america,grey,hybrid,manual,3.3,118359.0,9226
m3,2011,asia,red,petrol,automatic,2.7,73460.0,7187
7 series,2011,middle east,blue,hybrid,manual,1.5,38429.0,4927
m3,2011,asia,black,petrol,manual,1.6,48661.0,9266
x6,2024,asia,blue,diesel,manual,4.2,91233.0,7552
7 series,2023,north america,red,electric,manual,1.8,91049.0,7200
7 series,2024,africa,red,petrol,automatic,4.7,86558.0,9109
x1,2011,middle east,blue,electric,manual,3.0,115519.0,9540
x3,2022,europe,red,electric,manual,4.2,56688.0,3211
i8,2018,europe,blue,hybrid,automatic,1.9,103993.0,9401
m3,2023,middle east,grey,petrol,automatic,4.7,101536.0,7277
7 series,2014,europe,blue,petrol,manual,1.6,76737.0,5854
m3,2020,south america,red,diesel,automatic,1.6,87807.0,1186
x3,2017,middle east,blue,petrol,automatic,1.7,69272.0,4328
m3,2014,north america,red,diesel,automatic,1.9,115982.0,8656
5 series,2022,africa,grey,petrol,automatic,3.2,53227.0,8199
m5,2020,africa,blue,petrol,automatic,4.3,97343.0,286
3 series,2014,middle east,grey,electric,automatic,2.5,97775.0,8348
m5,2010,asia,red,diesel,manual,4.1,114411.0,9626
x6,2015,europe,red,hybrid,manual,4.2,35972.0,2883
m5,2013,europe,black,electric,automatic,4.7,113002.0,4725
i3,2024,africa,white,hybrid,automatic,2.0,64648.0,1534
5 series,2012,north america,red,hybrid,automatic,2.0,30259.0,5710
x3,2015,south america,white,petrol,automatic,1.9,54229.0,8523
x6,2011,africa,blue,hybrid,manual,2.8,74439.0,8333
x1,2017,middle east,black,petrol,automatic,3.2,36760.0,2848
m3,2010,europe,blue,electric,automatic,3.1,118387.0,8763
x6,2021,africa,blue,diesel,automatic,2.4,110753.0,7846
i8,2018,middle east,red,diesel,manual,3.7,74523.0,6688
3 series,2017,north america,blue,electric,automatic,2.7,91400.0,2287
i3,2010,africa,grey,hybrid,manual,2.8,116669.0,5213
i8,2019,south america,red,diesel,automatic,1.9,35283.0,8197
m3,2021,south america,black,petrol,manual,3.6,95983.0,3534
x6,2024,north america,blue,hybrid,automatic,3.8,70179.0,5751
i8,2018,middle east,red,petrol,manual,4.2,55322.0,3982
m5,2011,asia,grey,diesel,manual,4.7,115035.0,8201
x1,2012,europe,white,electric,automatic,4.2,36901.0,6370
x1,2011,south america,white,petrol,automatic,2.3,65652.0,5855
x6,2022,north america,silver,petrol,manual,2.3,34299.0,2528
x6,2023,europe,grey,petrol,automatic,4.7,37550.0,4928
x5,2017,middle east,black,hybrid,manual,4.3,108531.0,4643
x5,2011,europe,black,diesel,manual,4.2,84045.0,874
x6,2019,europe,grey,petrol,automatic,4.0,34764.0,9862
3 series,2011,asia,blue,petrol,manual,2.4,101289.0,7573
i3,2024,africa,red,hybrid,manual,4.5,98053.0,879
x6,2010,africa,white,diesel,automatic,2.0,51312.0,5753
m5,2016,europe,silver,diesel,manual,2.7,100240.0,7781
5 series,2021,middle east,red,hybrid,automatic,2.7,78678.0,6941
x3,2011,africa,blue,hybrid,automatic,3.5,72393.0,6923
7 series,2019,middle east,red,hybrid,manual,3.1,58424.0,6967
m3,2014,africa,red,petrol,manual,3.1,32503.0,2895
x3,2014,asia,black,diesel,automatic,3.4,86369.0,329
x5,2012,asia,silver,petrol,automatic,3.0,45533.0,7861
7 series,2012,south america,white,hybrid,manual,2.4,37577.0,7978
x1,2022,south america,silver,diesel,manual,3.8,62254.0,3091
i8,2021,africa,blue,petrol,manual,4.3,85867.0,2050
i3,2012,asia,white,diesel,manual,3.2,85297.0,9056
m3,2015,middle east,white,diesel,automatic,3.8,42381.0,6396
i3,2023,africa,red,diesel,manual,3.4,96475.0,9760
x5,2013,africa,blue,petrol,manual,1.7,41940.0,556
5 series,2022,africa,red,diesel,automatic,3.0,116746.0,6080
i8,2012,middle east,grey,diesel,automatic,1.5,103717.0,1537
x6,2011,europe,red,petrol,automatic,3.8,108408.0,7331
i3,2022,middle east,grey,diesel,manual,3.3,63909.0,4959
i3,2012,south america,blue,hybrid,automatic,1.9,85516.0,7256
m5,2013,middle east,white,petrol,automatic,3.4,119904.0,5350
7 series,2015,europe,silver,diesel,manual,4.6,66152.0,2831
x1,2013,asia,red,hybrid,manual,2.7,100399.0,994
i8,2017,asia,white,diesel,automatic,4.9,41155.0,4474
i8,2012,europe,grey,electric,automatic,4.9,119790.0,5286
7 series,2021,europe,black,petrol,manual,4.2,80797.0,4361
x1,2012,middle east,red,electric,manual,4.3,57519.0,5015
5 series,2012,asia,red,petrol,automatic,2.9,58920.0,9034
5 series,2017,north america,silver,electric,manual,2.9,85993.0,2773
7 series,2013,middle east,silver,petrol,manual,4.8,102866.0,1871
7 series,2010,asia,black,hybrid,manual,2.8,84066.0,2487
5 series,2011,asia,black,hybrid,automatic,1.8,51891.0,7936
i8,2022,asia,silver,petrol,manual,2.0,109372.0,4745
x1,2023,africa,blue,hybrid,manual,4.0,89844.0,2020
m3,2019,north america,silver,electric,automatic,2.8,81876.0,5080
x3,2022,north america,red,petrol,manual,2.2,45026.0,1872
x3,2022,south america,white,diesel,automatic,4.3,71406.0,3753
m3,2023,africa,grey,petrol,manual,3.2,89449.0,8255
i8,2011,africa,silver,hybrid,manual,3.5,64575.0,9158
7 series,2023,asia,blue,diesel,manual,2.0,83274.0,618
m3,2012,europe,grey,electric,manual,2.2,103746.0,5768
3 series,2015,asia,blue,electric,manual,1.9,72393.0,8822
x5,2017,south america,white,petrol,automatic,3.3,74223.0,3025
x5,2021,middle east,red,hybrid,manual,4.2,118098.0,9938
x3,2010,asia,white,hybrid,automatic,4.1,103794.0,8686
3 series,2018,asia,silver,hybrid,manual,2.4,65548.0,3059
5 series,2010,europe,white,diesel,automatic,4.5,116100.0,2667
i3,2019,south america,red,petrol,automatic,1.9,93839.0,6715
5 series,2011,north america,blue,electric,automatic,1.9,81925.0,2123
m3,2012,north america,red,petrol,automatic,4.5,57215.0,7102
7 series,2016,middle east,grey,diesel,automatic,2.4,102128.0,2205
7 series,2018,europe,blue,petrol,manual,4.0,37905.0,5443
i8,2012,north america,black,electric,manual,1.5,30055.0,5266
x5,2017,south america,white,electric,automatic,1.8,47538.0,6864
x6,2024,north america,white,electric,manual,3.6,85012.0,2627
i8,2018,north america,red,diesel,manual,2.1,45183.0,5609
i3,2019,africa,grey,electric,automatic,1.6,50891.0,5213
m3,2016,middle east,blue,diesel,automatic,3.1,88012.0,721
m3,2013,africa,white,diesel,automatic,2.7,49247.0,3246
3 series,2013,middle east,black,petrol,manual,4.3,93205.0,8987
i3,2013,south america,red,electric,automatic,4.4,50171.0,5653
x3,2015,asia,black,petrol,manual,3.7,36468.0,4703
i3,2013,africa,white,electric,manual,2.5,60909.0,4069
i8,2014,africa,silver,electric,automatic,3.1,115558.0,2809
7 series,2018,north america,red,petrol,automatic,4.0,79333.0,2970
x5,2021,north america,blue,petrol,manual,1.7,78448.0,9497
m5,2016,asia,blue,hybrid,automatic,2.7,104611.0,7280
i8,2017,asia,red,diesel,manual,4.4,56550.0,7820
x3,2014,asia,red,hybrid,automatic,2.9,96459.0,6299
5 series,2014,europe,silver,electric,automatic,3.7,101698.0,6360
x5,2022,asia,white,diesel,automatic,1.8,58830.0,333
x1,2020,europe,silver,diesel,automatic,4.2,117936.0,3357
5 series,2016,europe,silver,diesel,automatic,1.9,75615.0,9318
i3,2020,europe,white,hybrid,automatic,4.5,72699.0,6325
m5,2022,south america,red,hybrid,manual,1.9,31722.0,2083
7 series,2023,asia,grey,diesel,automatic,4.6,97519.0,3189
5 series,2021,asia,red,electric,automatic,2.8,113997.0,2488
x1,2017,middle east,black,petrol,manual,3.7,65244.0,4008
7 series,2018,north america,blue,petrol,manual,4.5,79705.0,4003
3 series,2024,europe,grey,hybrid,manual,1.5,47968.0,5591
7 series,2023,europe,silver,petrol,manual,2.4,52237.0,6719
i8,2011,europe,black,electric,manual,4.7,93330.0,3178
x3,2012,africa,silver,diesel,manual,2.9,59246.0,2875
x1,2021,asia,silver,electric,automatic,4.0,72623.0,8885
x1,2021,europe,silver,diesel,manual,2.0,99092.0,7017
x1,2011,europe,black,hybrid,automatic,3.9,47256.0,4087
3 series,2019,south america,red,petrol,automatic,1.8,41428.0,438
i8,2016,asia,black,hybrid,manual,4.0,45408.0,3756
5 series,2021,asia,silver,petrol,manual,2.6,46708.0,3214
m3,2011,africa,blue,hybrid,manual,3.1,50796.0,4122
m5,2021,middle east,silver,hybrid,manual,2.1,42191.0,6943
i8,2023,europe,white,diesel,automatic,3.7,47886.0,978
5 series,2024,north america,white,electric,manual,2.7,33521.0,1883
5 series,2011,south america,red,electric,manual,2.8,88018.0,1711
m3,2023,north america,white,petrol,manual,3.8,68939.0,4845
3 series,2023,north america,blue,electric,automatic,2.1,102523.0,1222
i3,2011,europe,grey,electric,manual,4.5,67249.0,9421
x3,2024,middle east,grey,petrol,manual,4.1,39491.0,8416
5 series,2021,africa,grey,hybrid,automatic,3.5,64032.0,3375
7 series,2022,north america,red,electric,automatic,1.9,109681.0,4471
m3,2013,asia,red,electric,automatic,3.9,93921.0,1582
i3,2010,north america,silver,hybrid,manual,1.6,54143.0,6091
x1,2011,asia,blue,hybrid,automatic,4.3,113975.0,5553
5 series,2012,north america,red,electric,automatic,2.6,69084.0,5603
m5,2016,asia,blue,petrol,automatic,1.9,101798.0,1513
x1,2019,middle east,black,diesel,manual,2.1,89435.0,743
m5,2010,asia,black,diesel,manual,4.9,99179.0,4023
i3,2015,asia,red,petrol,automatic,4.2,71546.0,8102
3 series,2012,europe,red,electric,manual,2.3,94523.0,4569
m3,2012,asia,grey,hybrid,automatic,4.9,118705.0,2885
m5,2013,north america,white,petrol,manual,2.0,63107.0,6935
m5,2022,south america,blue,electric,automatic,4.1,34134.0,1559
m5,2013,africa,blue,hybrid,manual,3.8,61214.0,7438
m3,2016,europe,blue,diesel,manual,4.4,39766.0,6274
x6,2012,asia,red,hybrid,automatic,2.8,82806.0,9619
3 series,2017,europe,white,hybrid,manual,2.9,65407.0,7818
5 series,2017,north america,blue,diesel,automatic,3.7,31932.0,7652
x6,2020,north america,black,diesel,manual,2.9,98508.0,8780
7 series,2022,europe,red,diesel,automatic,1.6,38813.0,1753
x3,2016,europe,silver,hybrid,manual,4.1,90949.0,8085
3 series,2011,south america,silver,diesel,manual,3.7,79071.0,2832
x5,2014,middle east,black,diesel,automatic,3.0,44435.0,962
m3,2015,north america,black,hybrid,manual,2.6,34033.0,5124
i3,2021,middle east,silver,diesel,manual,2.6,108007.0,4748
x6,2019,north america,blue,diesel,manual,4.1,55571.0,3453
x1,2013,europe,silver,electric,manual,4.1,97661.0,5053
i3,2022,north america,white,petrol,automatic,4.4,34492.0,1981
x3,2019,africa,blue,diesel,manual,4.2,66849.0,2743
x6,2014,asia,red,petrol,manual,4.2,73087.0,2224
i3,2023,south america,grey,petrol,manual,2.4,107293.0,5212
i8,2018,asia,silver,petrol,automatic,1.9,78531.0,1618
7 series,2020,europe,white,petrol,automatic,4.2,43585.0,7409
m3,2016,north america,white,electric,automatic,1.8,115654.0,6876
x5,2011,asia,grey,hybrid,automatic,4.9,116389.0,179
m5,2020,asia,red,diesel,automatic,4.6,85404.0,8010
i8,2010,africa,silver,electric,automatic,3.4,88710.0,1468
5 series,2011,europe,black,diesel,manual,2.7,83400.0,4970
x6,2012,europe,white,hybrid,automatic,3.3,49816.0,8198
x5,2020,middle east,red,petrol,manual,4.1,59826.0,9403
5 series,2011,europe,blue,diesel,automatic,4.1,33153.0,8795
i3,2020,europe,black,diesel,manual,1.8,83660.0,7633
m3,2012,africa,black,hybrid,manual,4.3,54946.0,7826
3 series,2019,africa,silver,electric,manual,3.7,92453.0,8369
5 series,2024,middle east,black,diesel,automatic,1.6,104903.0,2586
x5,2020,africa,grey,petrol,automatic,2.6,69772.0,5116
5 series,2020,middle east,blue,diesel,automatic,3.3,39717.0,7280
7 series,2024,asia,grey,petrol,automatic,2.2,46203.0,1200
i3,2021,north america,black,hybrid,automatic,2.0,101053.0,3924
x6,2023,north america,silver,diesel,automatic,1.5,76617.0,358
m5,2021,north america,black,petrol,manual,4.7,77286.0,8779
x5,2018,middle east,grey,diesel,manual,1.7,119525.0,8174
i3,2013,south america,black,electric,automatic,2.8,85163.0,490
7 series,2021,north america,grey,hybrid,automatic,2.2,98359.0,2772
x6,2018,north america,red,petrol,automatic,4.1,94859.0,8006
m3,2020,middle east,grey,petrol,automatic,4.0,33685.0,5098
3 series,2012,middle east,grey,electric,manual,4.3,31670.0,5580
7 series,2021,south america,grey,petrol,manual,3.7,36493.0,1471
i8,2010,europe,black,petrol,manual,3.6,79469.0,4581
i8,2020,asia,red,electric,automatic,2.9,31002.0,4369
x1,2014,asia,red,hybrid,manual,3.7,95277.0,4200
x5,2019,north america,grey,hybrid,automatic,1.9,90268.0,3905
m5,2019,middle east,red,petrol,automatic,3.9,89346.0,2740
m5,2023,south america,blue,petrol,automatic,1.9,35429.0,3000
x3,2011,europe,red,diesel,automatic,4.5,37877.0,9499
x3,2013,europe,blue,petrol,automatic,3.3,103642.0,4728
m5,2011,south america,blue,petrol,manual,3.4,69785.0,9573
5 series,2011,asia,silver,hybrid,manual,3.5,99483.0,9234
x5,2022,middle east,grey,hybrid,manual,4.2,47445.0,7225
x6,2012,south america,grey,petrol,manual,3.2,66625.0,6763
x6,2014,africa,blue,electric,manual,3.0,37646.0,2185
5 series,2013,asia,white,hybrid,automatic,2.5,30580.0,4214
m3,2011,europe,red,electric,manual,1.9,45675.0,2813
x6,2024,asia,black,electric,manual,2.2,114677.0,9855
x1,2020,middle east,blue,petrol,manual,1.5,87042.0,652
x6,2023,south america,silver,hybrid,automatic,4.5,49107.0,9400
m3,2023,africa,white,petrol,automatic,4.2,34941.0,2152
i3,2019,south america,silver,hybrid,manual,2.3,31097.0,1995
i3,2011,north america,red,diesel,manual,1.5,106391.0,3873
m3,2023,europe,silver,diesel,manual,3.2,118475.0,1621
m5,2015,middle east,grey,diesel,automatic,2.9,70882.0,7440
x1,2016,asia,blue,hybrid,automatic,4.2,44375.0,5466
x3,2021,middle east,silver,diesel,automatic,2.9,40249.0,9346
x3,2019,asia,black,diesel,automatic,4.5,107182.0,8698
x5,2015,north america,blue,electric,manual,1.8,119492.0,9518
i3,2016,south america,white,diesel,manual,2.8,103867.0,2593
x5,2010,africa,white,petrol,manual,4.8,83017.0,8813
7 series,2015,middle east,blue,petrol,automatic,1.5,108106.0,9152
x5,2020,middle east,grey,electric,manual,2.9,34873.0,3887
7 series,2012,asia,silver,diesel,automatic,2.4,62549.0,8567
i8,2010,africa,grey,electric,automatic,3.4,61308.0,3036
7 series,2017,africa,grey,electric,manual,2.5,119775.0,8326
m5,2013,europe,grey,diesel,automatic,4.5,99786.0,6228
m5,2019,south america,grey,electric,automatic,4.8,85668.0,8333
m5,2017,south america,grey,petrol,automatic,4.5,77592.0,6299
m5,2019,north america,silver,petrol,manual,2.9,119006.0,874
7 series,2023,north america,blue,hybrid,manual,5.0,52791.0,5976
7 series,2020,south america,black,hybrid,automatic,4.1,60934.0,6850
i8,2013,south america,grey,petrol,automatic,2.7,44695.0,6754
x3,2013,south america,grey,diesel,manual,1.8,109423.0,9563
m3,2021,south america,blue,petrol,manual,3.8,64933.0,9742
5 series,2023,south america,white,petrol,automatic,4.0,37991.0,4616
x3,2019,europe,red,hybrid,manual,1.9,46513.0,4426
i8,2013,asia,blue,electric,manual,3.4,117640.0,5573
m3,2015,north america,silver,diesel,manual,5.0,67927.0,9013
x3,2023,europe,red,hybrid,manual,2.6,114747.0,8497
i3,2018,south america,white,diesel,manual,2.6,110555.0,3556
x1,2014,africa,blue,petrol,manual,4.7,86868.0,7818
5 series,2021,asia,white,diesel,manual,1.9,66559.0,382
m5,2022,asia,grey,petrol,automatic,4.8,46523.0,1403
i8,2019,north america,grey,electric,manual,4.2,113014.0,6816
m3,2023,europe,white,hybrid,automatic,2.9,81673.0,7253
3 series,2024,africa,blue,petrol,automatic,1.8,77311.0,4254
m5,2017,africa,black,diesel,automatic,1.6,55872.0,1948
7 series,2017,asia,grey,diesel,manual,2.8,114910.0,6509
i8,2013,africa,white,diesel,automatic,4.0,56340.0,3743
i3,2024,south america,black,diesel,manual,3.2,84118.0,1108
x6,2020,middle east,silver,petrol,automatic,4.1,47958.0,3732
m5,2019,africa,red,diesel,manual,3.8,68994.0,7500
m5,2018,asia,blue,hybrid,automatic,3.5,51613.0,4102
i3,2018,north america,grey,diesel,manual,4.9,83014.0,3504
x1,2014,north america,grey,diesel,automatic,4.0,32434.0,5111
x6,2015,africa,red,diesel,manual,4.7,83589.0,3415
i8,2014,south america,black,petrol,automatic,2.3,47960.0,5640
x5,2012,south america,red,hybrid,automatic,4.0,52855.0,2075
5 series,2020,europe,blue,diesel,automatic,3.6,111903.0,8934
x6,2017,north america,black,electric,automatic,4.7,98347.0,9399
x1,2018,south america,blue,petrol,automatic,3.3,74508.0,174
i3,2024,africa,black,hybrid,automatic,2.5,49703.0,795
i3,2013,europe,grey,petrol,manual,2.8,30495.0,8030
x6,2018,europe,white,electric,manual,2.3,57966.0,8309
i8,2018,south america,grey,petrol,manual,2.3,108562.0,3879
7 series,2016,south america,black,petrol,automatic,3.1,76492.0,5052
i8,2017,europe,black,hybrid,automatic,4.6,33685.0,9450
m3,2024,north america,grey,diesel,manual,2.2,52161.0,5156
